DEPT[M],CALIPER[,DEN(CDL),RES(16N),RES(64N),RES[OHM],SANG[DEG,SP[MM],GAM(NAT)
7.64,12.6547,1.76971,2845.63,2836.6,3527.25,0.175961,-103.55,72.7541
7.66,12.6487,1.7903,2845.62,2836.64,3527.19,0.175961,-103.55,73.8134
7.68,12.6487,1.55164,2845.62,2892.46,3527.19,0.405974,-150.497,74.8754
7.7,12.6603,1.56146,2813.24,2892.51,3527.19,0.406177,-150.538,72.2235
7.72,12.6603,1.45796,2813.21,2892.51,3527.25,0.406177,-150.538,69.5683
7.74,12.6631,1.42968,2743.86,2892.47,3527.25,0.406177,-150.538,66.9131
7.76,12.6631,1.31056,2743.8,2892.47,3527.19,0.406177,-150.538,63.1968
7.78,12.6622,1.3143,2607.43,2892.51,3527.19,0.406177,-150.538,59.4795
7.8,12.6622,1.34458,2607.31,2892.51,3527.19,0.406177,-150.538,62.6597
7.82,12.6626,1.35958,2607.31,2892.51,3527.19,0.406177,-150.538,65.8459
7.84,12.6626,1.3596,2344.46,2892.51,3527.19,0.406177,-150.538,63.1959
7.86,12.664,1.51457,2344.23,2892.47,3527.19,0.406177,-150.538,60.5407
7.88,12.664,1.51471,2506.12,2892.47,3527.19,0.406177,-150.538,57.8855
7.9,12.6585,1.6997,2506.26,2892.47,3527.25,0.391916,-150.538,61.0666
7.92,12.6584,1.69986,2506.26,2892.51,3527.25,0.391903,-150.538,64.2528
7.94,12.6617,1.77609,2855.54,2892.51,3527.19,0.310833,-150.538,65.3168
7.96,12.6617,1.77615,2855.85,2892.37,3527.19,0.310761,-234.044,66.3789
7.98,12.6612,1.81239,2855.89,2892.37,3364.21,0.310761,-234.116,70.0938
8,12.6612,1.81242,2855.89,2790.01,3364.07,0.310761,-234.116,73.8111
8.02,12.6617,1.85227,2855.89,2789.92,3364.07,0.310761,-234.116,77.5282
8.04,12.6617,1.83526,2855.89,2789.92,2785.62,0.310761,-234.116,79.1233
8.06,12.6617,1.79584,2855.89,2618.28,2785.13,0.310761,-234.116,80.7163
8.08,12.6622,1.76206,2855.89,2618.12,3254.81,0.310761,-234.116,82.3095
8.1,12.6622,1.80901,2855.89,2367.79,3255.21,0.310761,-234.116,83.9026
8.12,12.6622,1.81177,2855.89,2367.56,3255.21,0.310761,-234.116,85.4958
8.14,12.6622,1.67052,2855.89,2005.63,3526.94,0.310761,-234.116,87.0888
8.16,12.6617,1.67441,2855.89,2005.3,3527.19,0.310761,-234.116,88.682
8.18,12.6617,1.59785,2855.89,2005.3,3527.19,0.309662,-234.116,90.275
8.2,12.6612,1.59282,2855.89,1461.31,3527.19,0.309661,-234.116,91.8682
8.22,12.6612,1.58185,2824.01,1460.84,3527.19,0.309661,-234.116,88.1555
8.24,12.6631,1.55939,2823.98,606.824,3527.19,0.394837,-117.508,84.4382
8.26,12.6631,1.55937,2831.18,606.09,3527.25,0.39491,-117.408,86.5574
8.28,12.6612,1.68687,2831.18,302.238,3527.25,0.39491,-117.408,88.6815
8.3,12.6612,1.68698,2842.08,301.977,3527.25,0.39491,-117.408,90.8057
8.32,12.6654,1.58511,2842.09,301.977,3527.19,0.39491,-117.408,87.624
8.34,12.6654,1.58503,2842.09,283.926,3527.19,0.39491,-117.408,84.4378
8.36,12.664,1.50907,2849.65,283.91,3527.25,0.39491,-117.408,83.9045
8.38,12.664,1.509,2849.66,337.182,3527.25,0.39491,-117.408,83.3734
8.4,12.6649,1.30528,2852.96,337.227,3527.25,0.39491,-117.408,80.1896
8.42,12.665,1.30509,2852.96,445.348,3527.19,0.39491,-117.408,77.0033
8.44,12.6645,1.18435,2853.23,445.441,3527.19,0.39491,-117.408,73.8172
8.46,12.6645,1.15932,2853.24,445.441,3527.19,0.399179,-117.408,76.9978
8.48,12.6636,1.02928,2850.58,624.598,3527.19,0.399183,-117.408,80.1839
8.5,12.6636,1.02486,2850.58,624.76,3527.19,0.399183,-117.408,78.0644
8.52,12.6649,0.924612,2850.58,875.422,3527.19,0.435623,-84.3898,75.9404
8.54,12.665,0.985018,2840.59,875.649,3527.19,0.435656,-84.3598,77.5302
8.56,12.665,0.943922,2840.58,1211.78,3527.25,0.435656,-84.3598,79.1232
8.58,12.6659,1.00218,2817.77,1212.09,3527.25,0.435656,-84.3598,80.1858
8.6,12.6659,1.03023,2817.75,1212.09,3527.19,0.435656,-84.3598,80.1867
8.62,12.664,1.03681,2779.27,1629.86,3527.19,0.435656,-84.3598,80.1867
8.64,12.664,1.1282,2779.24,1630.22,3527.25,0.435656,-84.3598,82.8395
8.66,12.6663,1.11202,2779.24,1693.1,3527.25,0.435656,-84.3598,85.4948
8.68,12.6663,1.15312,2718.45,1693.15,3527.19,0.435656,-84.3598,85.4971
8.7,12.6677,1.1549,2718.4,1643.5,3527.19,0.435656,-84.3598,85.4971
8.72,12.6677,1.24067,2621.88,1643.46,3527.19,0.435656,-84.3598,83.9054
8.74,12.6682,1.29119,2621.79,1643.46,3527.25,0.504856,-84.3598,83.904
8.76,12.6682,1.29123,2469.02,1453.76,3527.25,0.504915,-84.3598,83.904
8.78,12.6682,1.49406,2468.89,1453.59,3527.13,0.524941,-84.3598,84.9652
8.8,12.6682,1.49423,2468.89,1259.12,3527.13,0.524958,-129.003,86.0273
8.82,12.6761,1.48042,2221.89,1258.95,3527.25,0.524958,-129.042,87.0893
8.84,12.6761,1.48041,2221.68,1038.9,3527.25,0.524958,-129.042,88.1514
8.86,12.6682,1.50574,1822.71,1038.71,3527.25,0.524958,-129.042,90.8051
8.88,12.6682,1.50577,1822.34,1038.71,3527.19,0.524958,-129.042,88.1546
8.9,12.6612,1.40229,1399.37,877.792,3527.19,0.524958,-129.042,85.4995
8.92,12.6612,1.4022,1398.98,877.646,3527.19,0.524958,-129.042,84.436
8.94,12.6617,1.28275,1398.98,652.645,3527.19,0.524958,-129.042,83.3739
8.96,12.6617,1.282,989.594,652.441,3424.89,0.524958,-129.042,81.2507
8.98,12.6566,1.12902,989.242,429.759,3424.8,0.524958,-129.042,79.1266
9,12.6566,1.1101,829.508,429.557,3424.8,0.524958,-129.042,79.1247
9.02,12.6566,1.03934,829.37,429.557,2903.27,0.571108,-129.042,79.1247
9.04,12.6594,1.05791,914.758,225.52,2902.79,0.57115,-129.042,79.1247
9.06,12.6594,1.10932,914.831,225.345,2056.31,0.347719,-135.11,83.8997
9.08,12.6566,1.11985,914.831,34.3002,2055.55,0.347516,-135.116,88.6792
9.1,12.6566,1.25873,1361.21,34.1361,1715.45,0.347516,-135.116,89.7445
9.12,12.6561,1.28994,1361.62,24.0665,1715.14,0.347516,-135.116,90.8066
9.14,12.6561,1.56879,1991,24.0578,1715.14,0.347516,-135.116,89.2158
9.16,12.6543,1.63524,1991.57,24.0578,1881.61,0.347516,-135.116,87.6227
9.18,12.6543,1.813,2566.44,31.1109,1881.76,0.347516,-135.116,86.0296
9.2,12.6533,1.75447,2566.96,31.1173,2240.64,0.347516,-135.116,84.4364
9.22,12.6533,1.75442,2566.96,27.5443,2240.95,0.347516,-135.116,82.8434
9.24,12.6538,1.72141,2855.69,27.5411,2798.71,0.347516,-135.116,84.9643
9.26,12.6538,1.72138,2855.94,24.0608,2799.18,0.347516,-135.116,87.0884
9.28,12.6538,1.62406,2851.41,24.0578,2799.18,0.347516,-135.116,86.5597
9.3,12.6538,1.62398,2851.4,24.0578,3439.48,0.279213,-135.116,86.0286
9.32,12.6529,1.53694,2827.53,19.139,3440.03,0.279155,-135.116,85.4976
9.34,12.6529,1.53686,2827.51,19.1348,3527.11,0.281566,-125.611,87.6195
9.36,12.651,1.34535,2827.51,18.5315,3527.19,0.281568,-125.603,89.7436
9.38,12.651,1.34518,2807.13,18.531,3527.25,0.281568,-125.603,92.3983
9.4,12.6519,1.17194,2807.11,20.6655,3527.25,0.281568,-125.603,95.0534
9.42,12.6519,1.17554,2767.03,20.6674,3527.25,0.281568,-125.603,95.0558
9.44,12.6529,0.998305,2767,20.6674,3527.13,0.281568,-125.603,95.0558
9.46,12.6529,1.0402,2697.05,26.4215,3527.13,0.281568,-125.603,95.0558
9.48,12.6529,0.934919,2696.99,26.4264,3527.25,0.281568,-125.603,90.2808
9.5,12.6529,0.966108,2696.99,33.8511,3527.25,0.281568,-125.603,85.5012
9.52,12.6529,0.867939,2581.28,33.8574,3527.19,0.281568,-125.603,88.1499
9.54,12.6533,0.880758,2581.17,40.1219,3527.19,0.281568,-125.603,90.8052
9.56,12.6533,0.896365,2387.09,40.1273,3527.19,0.281568,-125.603,91.8686
9.58,12.6524,0.893192,2386.92,40.1273,3527.25,0.171095,-125.603,92.9308
9.6,12.6524,1.02555,2041.4,40.7306,3527.25,0.171,-125.603,93.9928
9.62,12.6515,1.06076,2041.09,40.7311,3527.19,0.283907,-102.973,96.6467
9.64,12.6515,1.30507,2041.09,40.0815,3527.19,0.284004,-102.953,99.3017
9.66,12.6533,1.30036,1392.66,40.0809,3527.19,0.284004,-102.953,98.7735
9.68,12.6533,1.5221,1392.11,40.1737,3527.19,0.284004,-102.953,98.2425
9.7,12.651,1.49692,247.077,40.1738,3527.19,0.284004,-102.953,99.8338
9.72,12.651,1.4969,246.093,41.1482,3527.25,0.284004,-102.953,101.427
9.74,12.6538,1.51272,71.5168,41.1491,3527.25,0.284004,-102.953,103.02
9.76,12.6538,1.51273,71.3669,41.1491,3258.48,0.284004,-102.953,99.8379
9.78,12.6538,1.61462,71.3669,42.2164,3258.25,0.284004,-102.953,96.6517
9.8,12.6538,1.61471,48.3252,42.2173,2650.65,0.284004,-102.953,97.7101
9.82,12.6552,1.62337,48.3054,40.1291,2650.13,0.284004,-102.953,98.7722
9.84,12.6552,1.62337,18.484,40.1273,2650.13,0.284004,-102.953,99.8342
9.86,12.6533,1.51704,18.4584,38.6888,1833.57,0.393287,-102.953,100.896
9.88,12.6533,1.51695,11.7245,38.6876,1832.87,0.393381,-102.953,101.958
9.9,12.6533,1.5944,11.7187,38.6876,490.092,0.431717,-162.344,104.612
9.92,12.6533,1.58578,11.7187,39.7549,488.874,0.431751,-162.398,107.267
9.94,12.6515,1.57321,12.9555,39.7558,299.447,0.431751,-162.398,102.495
9.96,12.6515,1.60755,12.9566,44.8602,299.275,0.431751,-162.398,97.7151
9.98,12.6519,1.65232,12.4528,44.8646,299.275,0.431751,-162.398,97.711
10,12.6519,1.64796,12.4523,52.7068,301.49,0.431751,-162.398,97.711
10.02,12.6519,1.65859,12.1316,52.7136,301.492,0.431751,-162.398,97.711
10.04,12.6506,1.67053,12.1314,52.7136,232.945,0.431751,-162.398,96.1193
10.06,12.6506,1.65624,12.1314,63.2931,232.886,0.431751,-162.398,94.5262
10.08,12.6519,1.61996,15.1089,63.3027,180.893,0.431751,-162.398,96.1165
10.1,12.6519,1.60606,15.1115,72.3974,180.848,0.431751,-162.398,97.7096
10.12,12.6519,1.61408,17.6768,72.4057,180.848,0.431751,-162.398,96.6498
10.14,12.6519,1.65732,17.679,64.6102,155.028,0.457846,-162.398,95.5878
10.16,12.6515,1.62377,22.5805,64.6031,155.005,0.45787,-162.398,94.5257
10.18,12.6515,1.67924,22.5847,64.6031,152.44,0.352422,-319.98,95.5859
10.2,12.6552,1.72643,22.5847,51.5637,152.438,0.352326,-320.123,96.648
10.22,12.6552,1.72647,17.8208,51.5525,161.589,0.352326,-320.123,95.5878
10.24,12.6543,1.71661,17.8165,26.9121,161.597,0.352326,-320.123,94.5257
10.26,12.6543,1.7166,11.0826,26.8909,161.597,0.352326,-320.123,92.4024
10.28,12.6529,1.7393,11.0769,18.7702,195.113,0.352326,-320.123,90.2783
10.3,12.6529,1.73932,11.7182,18.7632,195.141,0.352326,-320.123,91.8682
10.32,12.6543,1.75218,11.7187,18.7632,244.919,0.352326,-320.123,91.8696
10.34,12.6543,1.7522,13.2762,11.5707,244.962,0.352326,-320.123,91.8696
10.36,12.6515,1.66383,13.2776,11.5645,286.172,0.352326,-320.123,90.8084
10.38,12.6515,1.66376,13.2776,14.5807,286.207,0.352326,-320.123,89.7463
10.4,12.6529,1.71425,14.2853,14.5833,286.207,0.352326,-320.123,90.8065
10.42,12.6529,1.70891,14.2862,19.6413,291.045,0.427534,-320.123,91.8687
10.44,12.6501,1.78301,12.4081,19.6457,291.049,0.427598,-320.123,92.9307
10.46,12.6501,1.79404,12.4064,19.6457,288.368,0.48735,-329.031,93.4622
10.48,12.6501,1.86925,10.7116,22.8938,288.366,0.487401,-329.038,93.9933
10.5,12.6552,1.88354,10.7101,22.8967,284.635,0.487401,-329.038,91.8714
10.52,12.6552,1.83304,10.7101,31.3882,284.632,0.487401,-329.038,89.7474
10.54,12.652,1.83948,10.4352,31.3959,275.889,0.487401,-329.038,85.5008
10.56,12.6519,1.71989,10.435,30.4679,275.881,0.487401,-329.038,81.2527
10.58,12.6538,1.70357,11.6718,30.467,275.881,0.487401,-329.038,79.6571
10.6,12.6538,1.69377,11.6729,30.467,259.911,0.487401,-329.038,80.1863
10.62,12.6538,1.67224,13.6426,32.6016,259.897,0.487401,-329.038,80.7173
10.64,12.6538,1.65734,13.6443,32.6035,234.135,0.487401,-329.038,79.6567
10.66,12.6519,1.65374,13.6443,34.9701,234.111,0.487401,-329.038,78.5945
10.68,12.6519,1.65374,16.805,34.9721,200.073,0.487401,-329.038,80.1853
10.7,12.6519,1.71413,16.8078,44.0672,200.042,0.452257,-329.038,81.7785
10.72,12.6519,1.71418,19.6478,44.075,200.042,0.452226,-329.038,80.1882
10.74,12.6538,1.73166,19.6504,44.075,166.06,0.79861,-365.432,78.595
10.76,12.6538,1.73168,18.8717,59.1563,166.031,0.798907,-365.463,77.0019
10.78,12.651,1.65359,18.871,59.1692,134.613,0.798907,-365.463,75.9393
10.8,12.651,1.65352,18.871,83.7633,134.586,0.798907,-365.463,74.8773
10.82,12.6482,1.60542,16.0767,83.7844,105.675,0.798907,-365.463,74.3458
10.84,12.6482,1.60538,16.0743,115.617,105.651,0.798907,-365.463,73.8148
10.86,12.6506,1.5703,10.8521,115.645,105.651,0.798907,-365.463,73.8143
10.88,12.6506,1.55726,10.8476,115.645,84.6085,0.798907,-365.463,73.8143
10.9,12.6524,1.53501,10.3895,120.888,84.5904,0.798907,-365.463,73.8143
10.92,12.6524,1.53691,10.3891,120.893,69.5521,0.798907,-365.463,72.7531
10.94,12.6538,1.54247,10.3891,75.0481,69.5392,0.798907,-365.463,71.6911
10.96,12.6538,1.57711,11.0763,75.0065,59.5136,0.798907,-365.463,76.996
10.98,12.6538,1.67979,11.0769,60.9004,59.505,0.851045,-365.463,82.3061
11,12.651,1.73323,12.5427,60.8876,59.505,0.851093,-365.463,83.9026
11.02,12.651,1.74662,12.544,60.8876,56.9404,0.674382,-327.22,85.4957
11.04,12.6482,1.71616,15.5215,-4.58812,56.9381,0.674222,-327.185,87.0889
11.06,12.6482,1.82659,15.5241,-4.64437,59.9689,0.674222,-327.185,86.5597
11.08,12.6487,1.7876,15.5241,99914.2,59.9717,0.674222,-327.185,86.0286
11.1,12.6487,1.82388,14.5164,100000,67.4322,0.674222,-327.185,88.1504
11.12,12.6496,1.8159,14.5155,100000,67.439,0.674222,-327.185,90.2747
11.14,12.6496,1.76104,22.3483,100000,67.439,0.674222,-327.185,88.6848
11.16,12.6478,1.76355,22.3554,100000,78.164,0.674222,-327.185,87.0916
11.18,12.6478,1.76355,19.8361,100000,78.1732,0.674222,-327.185,85.4986
11.2,12.6454,1.74551,19.8338,100000,94.6105,0.674222,-327.185,87.6195
11.22,12.6454,1.7455,19.8338,100000,94.6246,0.674222,-327.185,89.7435
11.24,12.6505,1.67473,22.5365,100000,117.007,0.674222,-327.185,89.7454
11.26,12.6506,1.67467,22.5388,100000,117.026,0.624707,-327.185,89.7454
11.28,12.6468,1.68988,25.2873,100000,117.026,0.624662,-327.185,89.2149
11.3,12.6468,1.6899,25.2897,100000,143.023,0.435195,-222.51,88.6838
11.32,12.6468,1.79476,34.1766,100000,143.045,0.435033,-222.42,88.1528
11.34,12.6468,1.79485,34.1842,100000,165.078,0.435033,-222.42,87.6217
11.36,12.6478,1.79985,34.1842,88.617,165.097,0.435033,-222.42,87.0907
11.38,12.6478,1.7961,49.1178,2.78662,171.567,0.435033,-222.42,84.9679
11.4,12.6482,1.8422,49.1306,30.1649,171.573,0.435033,-222.42,82.8438
11.42,12.6482,1.87283,74.0963,30.1884,171.573,0.435033,-222.42,81.7808
11.44,12.6473,1.92081,74.1177,60.071,178.975,0.435033,-222.42,80.7188
11.46,12.6473,1.90605,103.16,60.0981,178.982,0.435033,-222.42,79.6566
11.48,12.6473,2.00156,103.185,60.0981,195.535,0.435033,-222.42,82.8391
11.5,12.6835,2.00707,103.185,106.92,195.55,0.435033,-222.42,86.0254
11.52,12.6835,1.95396,95.3066,106.96,230.055,0.435033,-222.42,84.4365
11.54,12.6845,1.85806,95.2995,192.9,230.086,0.271164,-222.42,82.8433
11.56,12.6845,1.84331,46.8821,192.973,230.086,0.271024,-222.42,84.4336
11.58,12.6877,1.87033,46.8382,309.308,293.095,0.248217,-84.6841,86.0268
11.6,12.6877,1.71319,34.1957,309.408,293.15,0.248197,-84.5657,87.6199
11.62,12.6937,1.66774,34.1842,309.408,396.378,0.248197,-84.5657,86.5601
11.64,12.6937,1.52374,34.1842,320.544,396.467,0.248197,-84.5657,85.4981
11.66,12.7002,1.56932,13.7536,320.554,551.979,0.248197,-84.5657,84.9666
11.68,12.7002,1.56936,13.736,96.5273,552.113,0.248197,-84.5657,84.4356
11.7,12.7006,1.53139,13.5528,96.3242,552.113,0.248197,-84.5657,83.3739
11.72,12.7006,1.53136,13.5526,19.4367,784.438,0.248197,-84.5657,82.3119
11.74,12.7072,1.56263,18.9581,19.367,784.649,0.248197,-84.5657,82.8415
11.76,12.7072,1.56265,18.9627,19.367,1144.85,0.248197,-84.5657,84.4336
11.78,12.7064,1.69212,18.9627,-2.95322,1145.18,0.248197,-84.5657,86.0268
11.8,12.7064,1.69223,28.1702,-2.97239,1750.68,0.248197,-84.5657,88.1505
11.82,12.7072,1.88692,28.1781,99914.2,1751.2,0.418095,-84.5657,90.2747
11.84,12.7072,1.88709,54.5181,100000,1751.2,0.418241,-84.5657,88.1541
11.86,12.706,2.05694,54.5407,100000,2730.96,0.467404,-119.581,86.03
11.88,12.706,2.04416,92.516,100000,2731.8,0.467446,-119.611,88.6811
11.9,12.6956,2.05778,92.5486,100000,3526.5,0.467446,-119.611,88.6834
11.92,12.6956,1.93581,92.5486,100000,3527.19,0.467446,-119.611,88.6834
11.94,12.6914,1.93018,161.121,100000,3527.25,0.467446,-119.611,88.1528
11.96,12.6914,1.87183,161.183,123.884,3527.25,0.467446,-119.611,87.6217
11.98,12.6914,1.83032,266.95,38.0838,3527.25,0.467446,-119.611,89.7435
12,12.691,1.8419,267.046,82.2138,3527.19,0.467446,-119.611,91.8678
12.02,12.691,1.93546,439.14,82.2517,3527.19,0.467446,-119.611,91.8696
12.04,12.7195,1.87278,439.296,82.2517,3527.19,0.467446,-119.611,93.4613
12.06,12.7195,1.81289,653.579,198.117,3527.19,0.467446,-119.611,95.0544
12.08,12.7175,1.86693,653.773,198.222,3527.19,0.467446,-119.611,93.9946
12.1,12.7175,1.82203,653.773,338.586,3527.19,0.366805,-119.611,92.9326
12.12,12.7187,1.84376,767.149,338.714,3527.19,0.366714,-119.611,96.1152
12.14,12.7187,1.95818,767.247,557.451,3527.25,0.391677,-131.193,99.3012
12.16,12.7167,1.98224,733.394,557.649,3527.25,0.391699,-131.204,101.957
12.18,12.7167,1.98227,733.365,557.649,3527.19,0.391699,-131.204,104.612
12.2,12.7154,1.97769,646.695,902.847,3527.19,0.391699,-131.204,107.267
12.22,12.7154,1.97768,646.621,903.144,3527.19,0.391699,-131.204,107.8
12.24,12.7175,1.94365,646.621,1427.6,3527.19,0.391699,-131.204,108.331
12.26,12.7175,1.94362,651.98,1428.05,3392.37,0.391699,-131.204,112.046
12.28,12.7162,1.85543,651.985,1674.18,3392.25,0.391699,-131.204,115.763
12.3,12.7162,1.85535,408.787,1674.39,3392.25,0.391699,-131.204,112.583
12.32,12.7265,1.7575,408.578,1674.39,2945.3,0.391699,-131.204,109.397
12.34,12.7265,1.75742,328.001,1602.23,2944.91,0.391699,-131.204,106.21
12.36,12.7532,1.65092,327.932,1602.17,2173.94,0.786172,-131.204,107.269
12.38,12.7532,1.66911,327.932,1707.97,2173.27,0.786511,-131.204,108.331
12.4,12.7512,1.61153,428.894,1708.06,1383.41,0.786511,-131.204,106.209
12.42,12.7512,1.59639,428.981,2276.69,1382.73,0.752921,-196.07,104.085
12.44,12.7791,1.64134,636.758,2277.18,1382.73,0.752892,-196.126,100.9
12.46,12.7791,1.70786,636.947,2277.18,1315.7,0.752892,-196.126,97.7137
12.48,12.7783,1.83085,841.701,2505.8,1315.64,0.752892,-196.126,94.5277
12.5,12.7783,1.88914,841.887,2506.01,1175.17,0.752892,-196.126,96.1165
12.52,12.7783,1.95448,841.887,2005.43,1175.05,0.752892,-196.126,97.7096
12.54,12.7758,1.9412,783.71,2004.97,1414.85,0.752892,-196.126,95.0581
12.56,12.7758,1.96689,783.66,837.277,1415.05,0.752892,-196.126,92.403
12.58,12.7787,1.92529,824.842,836.218,1415.05,0.752892,-196.126,91.3394
12.6,12.7787,1.90966,824.877,836.218,2046.4,0.752892,-196.126,90.2774
12.62,12.7771,1.84715,1178.06,33.2932,2046.97,0.752892,-196.126,89.2153
12.64,12.7771,1.75225,1178.36,32.6035,3105.84,0.707248,-196.126,87.6227
12.66,12.7783,1.73248,1178.36,14.274,3106.8,0.707207,-196.126,86.0295
12.68,12.7783,1.72202,1538.72,14.2582,3526.81,0.707207,-196.126,84.4365
12.7,12.7791,1.74685,1539.05,9.57142,3527.19,0.697186,-142.801,82.8433
12.72,12.7791,1.74687,2248.68,9.5674,3527.19,0.697177,-142.755,82.8419
12.74,12.7799,1.70462,2249.33,9.5674,3527.19,0.697177,-142.755,82.8419
12.76,12.7799,1.70458,2855.34,7.52573,3527.19,0.697177,-142.755,82.8419
12.78,12.7791,1.73067,2855.89,7.52387,3527.19,0.697177,-142.755,81.2502
12.8,12.7791,1.7307,2855.89,5.66781,3527.19,0.697177,-142.755,79.6572
12.82,12.7783,1.67642,2855.89,5.66613,3527.25,0.697177,-142.755,78.064
12.84,12.7783,1.67637,2855.89,6.82622,3527.25,0.697177,-142.755,76.4709
12.86,12.7779,1.63311,2855.89,6.82722,3527.25,0.697177,-142.755,76.4695
12.88,12.7779,1.63308,2855.89,9.0546,3527.19,0.697177,-142.755,76.4695
12.9,12.7791,1.69303,2855.85,9.05652,3527.19,0.697177,-142.755,79.653
12.92,12.7791,1.74595,2855.85,9.05652,3527.25,0.506698,-142.755,80.7169
12.94,12.7787,1.76478,2855.85,12.5368,3527.25,0.506535,-142.755,81.779
12.96,12.7787,1.76059,2855.94,12.5398,3527.19,0.506535,-142.755,81.7799
12.98,12.8029,1.81025,2855.94,18.9432,3527.19,0.513112,-134.197,81.7799
13,12.803,1.82652,2855.89,18.949,3527.19,0.513118,-134.189,82.3104
13.02,12.8087,1.80877,2855.89,27.4405,3527.19,0.513118,-134.189,82.8415
13.04,12.8087,1.80843,2752.82,27.4482,3527.19,0.513118,-134.189,78.5973
13.06,12.8087,1.8408,2752.74,27.4482,3527.19,0.513118,-134.189,75.4103
13.08,12.8108,1.78348,2752.74,32.4134,3527.19,0.513118,-134.189,72.2239
13.1,12.8108,1.74365,2421.6,32.4177,3527.25,0.513118,-134.189,71.6906
13.12,12.8112,1.70541,2421.3,26.1996,3527.25,0.513118,-134.189,71.1596
13.14,12.8112,1.65482,1888.07,26.1942,3527.25,0.513118,-134.189,72.7508
13.16,12.8132,1.64543,1887.59,26.3798,3527.19,0.513118,-134.189,74.344
13.18,12.8132,1.59421,962.16,26.38,3527.19,0.513118,-134.189,74.3453
13.2,12.8231,1.65163,961.321,26.38,3527.25,0.58724,-134.189,73.8148
13.22,12.8231,1.61789,961.321,25.0808,3527.25,0.587303,-134.189,73.2837
13.24,12.8317,1.6377,94.7144,25.0796,3424.95,0.587303,-133.757,77.5279
13.26,12.8317,1.63772,93.9699,22.8987,3424.86,0.61501,-133.757,81.776
13.28,12.8354,1.76041,46.0083,22.8967,3424.86,0.615036,-133.757,84.4328
13.3,12.8354,1.76051,45.9671,25.2168,2948.96,0.615036,-133.757,87.0878
13.32,12.8342,1.79058,27.8727,25.2189,2948.53,0.615036,-133.757,87.6208
13.34,12.8342,1.7906,27.8572,25.2189,2187.11,0.615036,-133.757,88.1519
13.36,12.8334,1.80566,27.8572,37.7943,2186.46,0.615036,-133.757,88.6829
13.38,12.8334,1.80567,19.1536,37.8051,952.323,0.615036,-133.757,90.2751
13.4,12.8363,1.70643,19.1461,49.9165,951.263,0.615036,-133.757,91.8682
13.42,12.8363,1.70634,11.7251,49.9269,951.263,0.615036,-133.757,87.6249
13.44,12.8317,1.66254,11.7187,48.5812,54.6748,0.615036,-133.757,83.3766
13.46,12.8317,1.66429,11.1232,48.5801,53.9045,0.615036,-133.757,86.0259
13.48,12.8297,1.67842,11.1227,48.5801,33.3881,0.408062,-133.757,88.681
13.5,12.8297,1.67693,11.0311,47.0952,33.3695,0.407875,-133.757,91.3363
13.52,12.8297,1.67307,11.031,47.0939,31.9706,0.407875,-103.022,91.3386
13.54,12.8293,1.67068,11.031,41.0614,31.9693,0.53414,-102.994,91.3385
13.56,12.8293,1.64766,11.3058,41.0562,31.9693,0.534249,-102.994,89.7469
13.58,12.8297,1.6616,11.3061,42.9124,31.7362,0.534249,-102.994,88.1537
13.6,12.8297,1.66033,13.3216,42.9139,31.736,0.534249,-102.994,88.6829
13.62,12.8297,1.66573,13.3234,42.9139,32.2606,0.534249,-102.994,89.2139
13.64,12.8297,1.74727,17.2169,41.7539,32.261,0.534249,-102.994,90.2755
13.66,12.8297,1.76121,17.2205,41.7529,35.1754,0.534249,-102.994,87.093
13.68,12.8297,1.75976,17.2205,42.7273,35.178,0.534249,-102.994,83.9069
13.7,12.828,1.73638,17.9992,42.7282,39.7827,0.534249,-102.994,83.3734
13.72,12.828,1.73636,17.9999,42.9138,39.7867,0.534249,-102.994,82.8424
13.74,12.8272,1.86269,13.3732,42.9139,39.7867,0.534249,-102.994,81.2502
13.76,12.8272,1.8628,13.3693,42.9139,46.1398,0.404447,-102.994,79.6571
13.78,12.8293,1.94371,13.3693,39.6657,46.1455,0.404329,-102.994,75.9416
13.8,12.8293,1.94378,13.3693,39.6629,50.1672,0.786165,-103.714,72.7551
13.82,12.835,1.97548,13.3693,34.6977,50.1709,0.786511,-103.715,69.5687
