DEPT[M],CALIPER[,DEN(CDL),RES(16N),RES(64N),RES[OHM],SANG[DEG,SP[MM],GAM(NAT)
114,15.8147,2.33593,32.0752,17.4164,80.0442,0.85321,23.288,195.951
114.02,15.8147,2.30425,31.892,15.4208,80.04,0.85321,23.288,196.484
114.04,15.8523,2.44733,31.8918,15.4193,75.7263,0.85321,23.288,199.668
114.06,15.8523,2.42523,31.113,14.2591,75.723,0.85321,22.7736,204.446
114.08,15.8914,2.46345,31.1124,14.2582,75.4899,0.85321,22.7732,209.224
114.1,15.8915,2.45563,31.1124,14.2582,75.4897,0.822703,22.7732,209.229
114.12,15.9331,2.4431,30.6086,15.418,75.4897,0.82268,22.7732,209.229
114.14,15.9331,2.41977,30.6081,15.4193,77.1219,0.819183,22.7732,207.106
114.16,15.9704,2.27213,31.1578,16.6259,77.1231,0.81918,22.7732,204.452
114.18,15.9704,2.30918,31.1582,16.6268,79.4549,0.81918,22.7732,203.919
114.2,16.0032,2.36557,31.4789,23.1704,79.4567,0.81918,22.7732,207.633
114.22,16.0033,2.33631,31.4792,23.1754,83.3623,0.81918,22.7732,209.228
114.24,16.0033,2.36998,31.5708,28.4659,83.3653,0.81918,22.7732,208.168
114.26,16.0471,2.39324,31.5709,28.47,86.9199,0.81918,22.7732,202.332
114.28,16.0472,2.41611,31.2044,30.5119,86.924,0.81918,22.7732,193.305
114.3,16.0851,2.41144,31.2041,30.5135,86.924,0.81918,22.7732,186.402
114.32,16.0852,2.36218,31.2041,30.5135,89.0808,0.81918,23.6991,180.557
114.34,16.1338,2.37928,30.6543,32.6947,89.0825,0.81918,23.6998,174.716
114.36,16.1339,2.48777,30.6539,32.6963,89.3739,0.818342,23.6998,171.528
114.38,16.1693,2.44012,29.9209,34.7847,89.3742,0.818342,23.6998,170.464
114.4,16.1693,2.44008,29.9204,34.7863,88.5584,0.818342,23.6998,166.75
114.42,16.1999,2.49589,29.3706,35.5752,88.5574,0.733773,23.6998,164.093
114.44,16.1999,2.49593,29.3702,35.5759,87.2172,0.733709,23.6998,163.56
114.46,16.2416,2.48892,30.5155,38.1283,87.2156,0.733709,23.6998,160.376
114.48,16.2416,2.48891,30.5164,38.1303,86.1085,0.733709,23.6998,155.6
114.5,16.2781,2.2984,30.5164,38.1303,86.1072,0.733709,23.6998,151.88
114.52,16.2782,2.29825,30.0124,39.1512,86.1072,0.733709,23.6998,152.408
114.54,16.3172,2.4339,30.012,39.152,85.6409,0.733709,23.6998,151.347
114.56,16.3173,2.43401,29.9662,40.2658,85.6405,0.733709,23.6998,150.285
114.58,16.3593,2.41003,29.9662,40.2667,86.3398,0.733709,25.8182,149.753
114.6,16.3593,2.41001,30.1953,38.2711,86.3406,0.733709,25.8207,154.528
114.62,16.3932,2.41842,30.1954,38.2696,87.1564,0.733709,25.8207,155.063
114.64,16.3933,2.41413,29.1417,36.1812,87.1573,0.796188,25.8207,152.41
114.66,16.4313,2.30993,29.1409,36.1796,88.1483,0.796235,25.8207,152.408
114.68,16.4313,2.32445,28.1331,35.3907,88.1491,0.689796,25.8207,153.469
114.7,16.4652,2.40614,28.1323,35.3901,88.1491,0.689715,25.8207,157.715
114.72,16.4652,2.39429,28.1323,33.6266,88.5571,0.689715,25.8207,162.494
114.74,16.4984,2.32346,27.8574,33.6252,88.5574,0.689715,25.8207,166.212
114.76,16.4984,2.3266,27.8572,34.2747,89.0819,0.689715,25.8207,169.928
114.78,16.5301,2.32672,27.6281,34.2754,89.0825,0.689715,25.8207,174.177
114.8,16.5302,2.35537,27.628,34.2754,88.8494,0.689715,25.8207,176.302
114.82,16.5623,2.33837,29.1398,34.5075,88.8491,0.689715,25.8207,175.774
114.84,16.5623,2.34017,29.1409,34.5076,87.8581,0.689715,25.3474,174.182
114.86,16.5962,2.34373,30.0114,33.9972,87.8574,0.689715,25.3471,168.874
114.88,16.5962,2.32676,30.012,33.9968,86.983,0.689715,25.3471,166.217
114.9,16.6316,2.35511,30.241,33.6256,86.9823,0.786682,25.3471,166.215
114.92,16.6316,2.28332,30.2413,33.6252,86.9823,0.786793,25.3471,165.154
114.94,16.6648,2.36104,30.2413,31.3521,86.4579,0.750743,25.3471,164.622
114.96,16.6649,2.42808,30.1497,31.3495,86.4573,0.750702,25.3471,165.683
114.98,16.7013,2.32326,30.1496,32.3701,86.0493,0.750702,25.3471,166.745
115,16.7014,2.3296,30.1954,32.3712,86.0489,0.750702,25.3471,164.623
115.02,16.7313,2.43089,30.1954,28.8442,86.5152,0.750702,25.3471,157.193
115.04,16.7313,2.44647,29.6915,28.8415,86.5156,0.750702,25.3471,152.412
115.06,16.7648,2.29349,29.6911,28.8415,86.7488,0.750702,25.3471,150.816
115.08,16.7649,2.25002,29.6911,31.4858,86.7489,0.750702,25.3471,152.406
115.1,16.808,2.37694,29.6911,31.4888,85.9328,0.750702,25.3471,152.939
115.12,16.808,2.41282,29.6911,32.7414,85.9322,0.750702,23.3726,151.348
115.14,16.8364,2.4575,29.5079,32.7428,85.9322,0.750702,23.3704,149.223
115.16,16.8364,2.49081,29.5077,33.5781,84.3,0.78372,23.3704,147.099
115.18,16.8715,2.46129,29.3245,33.5788,84.2987,0.783745,23.3704,142.852
115.2,16.8715,2.39287,29.3243,29.8661,83.0163,0.729958,23.3704,138.074
115.22,16.9054,2.34792,28.3623,29.8633,83.0153,0.729917,23.3704,137.539
115.24,16.9054,2.38699,28.3615,31.8588,82.1409,0.729917,23.3704,139.661
115.26,16.9371,2.46231,27.2624,31.8604,82.1402,0.729917,23.3704,141.785
115.28,16.9372,2.43496,27.2612,31.8604,81.907,0.729917,23.3704,147.624
115.3,16.9751,2.46887,26.62,28.6594,81.9069,0.729917,23.3704,149.75
115.32,16.9752,2.46161,26.6193,28.6557,81.9069,0.729917,23.3704,149.222
115.34,17.0043,2.39167,25.8405,29.5839,81.2073,0.729917,23.3704,148.691
115.36,17.0043,2.39868,25.8399,29.5846,81.2068,0.729917,23.3704,151.344
115.38,17.0331,2.45216,25.9315,31.673,80.6239,0.729917,25.8394,153.999
115.4,17.0331,2.41261,25.9316,31.6746,80.6234,0.729917,25.8412,152.41
115.42,17.0648,2.44596,25.9316,31.6746,79.4576,0.729917,25.8412,154
115.44,17.0648,2.47278,25.8858,31.6746,79.4567,0.776359,25.8412,158.244
115.46,17.0951,2.26173,25.8857,31.721,78.4074,0.776412,25.8412,159.841
115.48,17.0951,2.27012,25.6568,31.721,78.4066,0.762353,25.8412,161.434
115.5,17.1224,2.557,25.6565,31.721,77.299,0.762337,25.8412,158.252
115.52,17.1224,2.56797,25.7023,33.9022,77.2981,0.762337,25.8412,155.066
115.54,17.1526,2.44217,25.7023,33.9039,77.065,0.762337,25.8412,152.941
115.56,17.1527,2.39456,25.3358,38.0806,77.0648,0.762337,25.8412,150.816
115.58,17.1799,2.35887,25.3356,38.0838,77.9971,0.762337,25.8412,147.632
115.6,17.18,2.37394,25.7479,38.0374,77.9982,0.762337,25.8412,146.567
115.62,17.2128,2.36287,25.7482,38.0374,77.9982,0.762337,25.8412,147.627
115.64,17.2128,2.3914,25.1068,34.4639,79.5721,0.762337,27.1169,144.445
115.66,17.2368,2.28747,25.1063,34.4612,79.5733,0.762337,27.1179,141.259
115.68,17.2368,2.3106,25.1063,32.9297,80.9141,0.737692,27.1179,138.603
115.7,17.2556,2.39685,25.9768,32.9286,80.9151,0.737673,27.1179,135.948
115.72,17.2814,2.37843,25.9774,32.9286,82.1976,0.737673,27.1179,135.415
115.74,17.2814,2.21981,26.573,31.3507,82.1986,0.751311,27.1179,134.884
115.76,17.3091,2.22415,26.5735,31.3495,83.5971,0.751321,27.1179,133.823
115.78,17.3091,2.31109,27.0316,34.4124,83.5987,0.751321,27.1179,129.046
115.8,17.3331,2.32046,27.0319,34.4148,84.4727,0.751321,27.1179,124.268
115.82,17.3331,2.35488,26.5738,33.1617,84.4737,0.751321,27.1179,123.732
115.84,17.3537,2.3345,26.5735,33.1608,83.7742,0.751321,27.1179,122.671
115.86,17.3538,2.39476,27.5355,34.553,83.7737,0.751321,27.1179,118.955
115.88,17.3674,2.40343,27.5363,34.5541,83.7737,0.751321,27.1179,115.238
115.9,17.3674,2.26493,27.5363,34.5541,83.3075,0.751321,27.1179,112.583
115.92,17.3799,2.34361,27.0323,34.322,83.307,0.751321,24.8546,111.519
115.94,17.38,2.34367,27.0319,34.3219,82.7825,0.746161,24.8529,110.457
115.96,17.3988,2.41218,27.7191,35.0644,82.7819,0.746155,24.8529,110.456
115.98,17.3988,2.41223,27.7197,35.065,82.4323,0.746155,24.8529,114.699
116,17.4084,2.30886,28.4985,35.9931,82.4319,0.787948,24.8529,120.011
116.02,17.4084,2.30878,28.4991,35.9938,81.849,0.78798,24.8529,120.015
116.04,17.4121,2.37657,28.6823,30.7033,81.8485,0.78798,24.8529,117.892
116.06,17.4121,2.37662,28.6825,30.6993,81.7902,0.78798,24.8529,120.013
116.08,17.4165,2.18475,28.8198,31.5807,81.7902,0.78798,24.8529,122.136
116.1,17.4165,2.19187,28.82,31.5817,81.7902,0.78798,24.8529,123.731
116.12,17.4194,2.32498,28.82,31.5817,81.4988,0.78798,24.8529,123.201
116.14,17.4194,2.31039,29.5988,33.9485,81.4985,0.78798,24.8529,124.262
116.16,17.4257,2.35625,29.5994,33.9503,81.3236,0.78798,24.8529,125.855
116.18,17.4257,2.3816,30.7906,33.9039,81.3235,0.78798,25.1409,127.979
116.2,17.4305,2.3455,30.7915,33.9039,81.2652,0.78798,25.1412,129.572
116.22,17.4305,2.31833,30.8831,30.0071,81.2652,0.763726,25.1412,131.165
116.24,17.4331,2.36149,30.8832,30.0026,81.032,0.763698,25.1412,130.105
116.26,17.4331,2.38416,30.1046,30.884,81.0318,0.830433,25.1412,129.574
116.28,17.4386,2.45013,30.1037,30.885,81.3233,0.83051,25.1412,130.104
116.3,17.4386,2.4331,29.7832,30.885,81.3235,0.83051,25.1412,130.635
116.32,17.4431,2.27705,29.7828,31.9988,81.3235,0.83051,25.1412,130.105
116.34,17.4431,2.28009,29.7828,31.9997,81.7898,0.83051,25.1412,128.512
116.36,17.4464,2.28347,29.4621,31.0251,81.7902,0.83051,25.1412,126.919
116.38,17.4486,2.26297,29.4619,31.0244,82.6063,0.83051,25.1412,125.326
116.4,17.4486,2.24962,30.332,32.7872,82.6069,0.83051,25.1412,119.49
116.42,17.4519,2.26507,30.333,32.7892,83.3647,0.83051,25.1412,113.647
116.44,17.4519,2.31227,30.1498,33.2067,83.3653,0.83051,25.1412,113.112
116.46,17.4493,2.36561,30.1496,33.2072,83.6568,0.83051,26.0876,115.764
116.48,17.4493,2.45557,30.6075,33.2072,83.657,0.797057,26.0883,114.175
116.5,17.4504,2.43491,30.6081,27.1742,83.7153,0.797019,26.0883,110.459
116.52,17.4504,2.33207,30.6081,27.1695,83.7154,0.868127,26.0883,106.741
116.54,17.4512,2.34767,30.6539,28.3298,83.7154,0.868182,26.0883,105.147
116.56,17.4512,2.3166,30.6539,28.3306,83.5988,0.868182,26.0883,104.615
116.58,17.4512,2.32697,30.9287,27.6812,83.5987,0.868182,26.0883,103.554
116.6,17.4512,2.32698,30.929,27.6804,84.0067,0.868182,26.0883,103.022
116.62,17.4523,2.27512,31.2038,27.6804,84.007,0.868182,26.0883,103.021
116.64,17.4523,2.27506,31.2041,30.1865,84.1236,0.868182,26.0883,100.899
116.66,17.4508,2.23465,30.0588,30.1884,84.1237,0.868182,26.0883,101.428
116.68,17.4508,2.23462,30.0579,31.6734,84.4735,0.868182,26.0883,105.143
116.7,17.4515,2.48496,30.4702,31.6746,84.4737,0.868182,26.0883,107.799
116.72,17.4515,2.48515,30.4705,31.6746,84.4737,0.868182,27.0344,112.044
116.74,17.4523,2.22117,30.4705,31.6746,84.2989,0.869497,27.0355,116.294
116.76,17.4523,2.21964,31.1575,32.6488,84.2987,0.869498,27.0355,121.602
116.78,17.453,2.28149,31.1582,32.6499,84.4153,0.927878,27.0355,121.608
116.8,17.453,2.2944,31.3414,32.6499,84.4154,0.927922,27.0355,121.608
116.82,17.4515,2.37774,31.3416,29.819,84.2988,0.927922,27.0355,119.485
116.84,17.4515,2.40091,30.4254,29.8168,84.2987,0.927922,27.0355,117.361
116.86,17.4497,2.30013,30.4247,32.0908,84.1822,0.927922,27.0355,120.013
116.88,17.4497,2.28653,30.7454,32.0926,84.1821,0.927922,27.0355,119.484
116.9,17.4493,2.32689,30.7456,27.4071,84.59,0.927922,27.0355,117.362
116.92,17.4493,2.29932,30.7456,27.4018,84.5904,0.927922,27.0355,117.359
116.94,17.4453,2.32304,31.0204,26.5667,84.5904,0.927922,27.0355,114.707
116.96,17.4453,2.34275,31.0207,26.5658,85.3482,0.927922,27.0355,112.051
116.98,17.4423,2.18317,30.7001,29.0709,85.3488,0.927922,24.9171,111.519
117,17.4423,2.18593,30.6998,29.0737,86.1066,0.973828,24.9147,110.987
117.02,17.4368,2.30809,30.9746,29.0737,86.1072,0.973863,24.9147,109.926
117.04,17.4368,2.33715,30.9749,31.5798,87.2731,0.973863,24.9147,106.741
117.06,17.4305,2.31016,31.0207,31.5817,87.274,0.959711,24.9147,105.677
117.08,17.4305,2.28335,31.0207,30.6539,88.4394,0.9597,24.9147,105.677
117.1,17.425,2.24642,31.0207,30.6528,88.4408,0.9597,24.9147,102.493
117.12,17.425,2.25651,29.3263,29.4931,88.4408,0.9597,24.9147,99.3078
117.14,17.4172,2.24726,29.3243,29.4917,89.6066,0.9597,24.9147,94.5284
117.16,17.4172,2.26248,29.5992,32.137,89.6075,0.9597,24.9147,90.8103
117.18,17.4069,2.34304,29.5994,32.139,89.899,0.9597,24.9147,87.0931
117.2,17.4069,2.30328,29.3704,29.4473,89.8992,0.9597,24.9147,88.6821
117.22,17.398,2.38442,29.3702,29.4453,90.1906,0.9597,24.9147,90.2747
117.24,17.398,2.38962,29.3702,29.4453,90.1909,0.9597,25.429,93.9909
117.26,17.3829,2.29455,30.2403,29.5845,89.3751,0.9597,25.4294,100.359
117.28,17.3829,2.30339,30.2413,29.5846,89.3742,1.062,25.4294,101.958
117.3,17.3722,2.29312,30.9282,27.2187,89.3742,1.06208,25.4294,101.959
117.32,17.3722,2.28909,30.929,27.216,88.3249,0.957891,25.4294,103.551
117.34,17.36,2.32661,31.2955,27.3088,88.3241,0.957812,25.4294,104.614
117.36,17.36,2.37945,31.2958,27.3089,87.5663,0.957812,25.4294,108.329
117.38,17.3552,2.33428,31.9372,29.258,87.5657,0.957812,25.4294,109.393
117.4,17.3552,2.27777,31.9377,29.2595,86.6333,0.957812,25.4294,107.272
117.42,17.3504,2.28076,31.9377,30.8374,86.6323,0.957812,25.4294,105.678
117.44,17.3504,2.29682,31.5255,30.8386,86.6323,0.957812,25.4294,104.085
117.46,17.3427,2.29372,31.525,30.8386,86.0493,0.957812,25.4294,104.614
117.48,17.3427,2.30981,32.1662,32.555,86.0489,0.957812,25.4294,106.736
117.5,17.3386,2.28178,32.1669,32.557,85.6991,0.957812,26.1701,107.8
117.52,17.3386,2.28263,31.1132,32.2786,85.6989,0.957812,26.1707,110.454
117.54,17.3313,2.35531,31.1124,32.2784,85.5823,0.957812,26.1707,113.109
117.56,17.3313,2.34215,30.7459,32.6496,85.5822,1.0942,26.1707,113.642
117.58,17.3294,2.36983,30.7456,32.6499,85.5822,1.09431,26.1707,113.112
117.6,17.3294,2.34992,31.2037,29.8654,85.5822,1.01591,26.1707,114.703
117.62,17.3246,2.39023,31.2041,29.8633,85.5822,1.01585,26.1707,116.296
117.64,17.3246,2.40537,31.2041,38.1239,85.6988,1.01585,26.1707,117.889
117.66,17.3183,2.33361,31.5706,38.1303,85.6989,1.01585,26.1707,120.013
117.68,17.3183,2.31585,31.5709,38.1303,86.3401,1.01585,26.1707,119.484
117.7,17.3143,2.33633,31.1586,35.1137,86.3406,1.01585,26.1707,116.3
117.72,17.3143,2.37498,31.1582,35.1114,86.6902,1.01585,26.1707,114.706
117.74,17.3043,2.3194,30.6543,32.1413,86.6906,1.01585,26.1707,114.174
117.76,17.3043,2.28976,30.6539,32.139,87.0985,1.01585,24.7721,114.173
117.78,17.2966,2.28633,31.112,30.7468,87.099,1.01585,24.7705,113.112
117.8,17.2966,2.24685,31.1124,30.7457,87.1572,1.01585,24.7705,114.702
117.82,17.2859,2.37602,30.6085,29.4463,87.1573,1.1023,24.7705,116.296
117.84,17.2859,2.43515,30.6081,29.4453,87.1573,1.10236,24.7705,117.359
117.86,17.2803,2.43905,30.6081,31.2552,87.099,1.06568,24.7705,118.421
117.88,17.2803,2.41746,30.6081,31.2566,87.099,1.06565,24.7705,121.075
117.9,17.2678,2.35364,30.6081,31.2566,86.5745,1.06565,24.7705,122.138
117.92,17.2678,2.34072,30.1958,33.2521,86.5739,1.06565,24.7705,121.608
117.94,17.2589,2.43879,30.1954,33.2537,86.2826,1.06565,24.7705,119.486
117.96,17.2589,2.46061,30.3329,33.3465,86.2822,1.06565,24.7705,115.769
117.98,17.2512,2.43318,30.333,33.3466,86.3405,1.06565,24.7705,114.175
118,17.2512,2.41841,31.1576,36.1775,86.3406,1.06565,24.7705,115.765
118.02,17.2431,2.29255,31.1582,36.1796,86.5738,1.06565,24.7705,115.236
118.04,17.2431,2.3099,31.7538,34.973,86.5739,1.06565,23.3714,112.051
118.06,17.2368,2.3546,31.7543,34.9721,86.5739,1.06565,23.3704,108.865
118.08,17.2368,2.29975,31.7543,34.2298,86.5157,1.11724,23.3704,105.15
118.1,17.2283,2.31984,32.2124,34.229,86.5156,1.1173,23.3704,103.554
118.12,17.2283,2.35316,32.2127,33.7651,86.3408,1.11348,23.3704,104.613
118.14,17.2231,2.34975,32.396,33.7645,86.3406,1.11347,23.3704,108.329
118.16,17.2231,2.34084,32.3961,33.7645,86.1657,1.11347,23.3704,110.985
118.18,17.2124,2.42383,32.5794,35.1568,86.1656,1.11347,23.3704,108.334
118.2,17.2124,2.44128,32.5795,35.1579,85.9324,1.11347,23.3704,106.74
118.22,17.2021,2.35068,32.03,34.6012,85.9322,1.11347,23.3704,106.739
118.24,17.2021,2.34602,32.0294,34.6005,85.5824,1.11347,23.3704,106.739
118.26,17.194,2.44435,34.2275,35.482,85.5822,1.11347,23.3704,108.33
118.28,17.194,2.48139,34.2301,35.483,85.5822,1.11347,23.3704,109.924
118.3,17.1881,2.39936,34.2301,36.6427,85.4656,1.11347,24.9952,109.925
118.32,17.1881,2.40204,33.5887,36.6441,85.4655,1.11347,24.997,108.333
118.34,17.1759,2.32484,33.5882,37.3402,85.1157,1.12115,24.997,108.332
118.36,17.1759,2.26416,32.8552,37.3407,85.1155,1.12116,24.997,108.332
118.38,17.1637,2.28756,32.8546,37.3407,84.824,1.12116,24.997,109.924
118.4,17.1637,2.28623,32.6256,35.9954,84.8238,1.16541,24.997,112.047
118.42,17.1538,2.27948,32.6254,35.9938,84.3574,1.16546,24.997,110.988
118.44,17.1538,2.31736,32.3048,33.1176,84.3571,1.16546,24.997,113.109
118.46,17.146,2.36205,32.3044,33.1143,84.4154,1.16546,24.997,117.887
118.48,17.146,2.33114,32.9456,34.5524,84.4154,1.16546,24.997,122.664
118.5,17.132,2.17853,32.9463,34.5541,84.4154,1.16546,24.997,126.384
118.52,17.132,2.20528,32.9463,33.3939,83.9491,1.16546,24.997,127.979
118.54,17.1184,2.37825,33.5419,33.393,83.9487,1.16546,24.997,125.858
118.56,17.1183,2.38681,33.5423,30.887,83.7155,1.16546,25.2028,121.08
118.58,17.1095,2.3983,33.7255,30.885,83.7154,1.16546,25.2029,118.425
118.6,17.1095,2.3969,33.7257,30.885,83.8902,1.16546,25.2029,121.075
118.62,17.1006,2.37052,34.8248,31.8129,83.8904,1.07722,25.2029,121.607
118.64,17.1006,2.37049,34.8261,31.8139,84.415,1.07712,25.2029,120.546
118.66,17.0914,2.44698,34.6886,31.3034,84.4154,1.18211,25.2029,120.546
118.68,17.0914,2.43789,34.6885,31.303,85.2315,1.18219,25.2029,118.954
118.7,17.0848,2.37263,34.6885,31.8599,85.2321,1.18219,25.2029,117.361
118.72,17.0848,2.37443,34.6885,31.8604,85.2321,1.18219,25.2029,114.707
118.74,17.08,2.43971,34.826,30.3753,85.8734,1.18219,25.2029,113.643
118.76,17.08,2.42451,34.8261,30.3742,85.8739,1.18219,25.2029,114.173
118.78,17.0733,2.39387,34.8261,30.3742,87.0397,1.18219,25.2029,114.704
118.8,17.0733,2.40604,35.4214,30.5597,87.0406,1.18219,25.2029,115.235
118.82,17.0707,2.45685,35.4221,30.5599,88.7894,1.18219,25.2029,115.235
118.84,17.0707,2.4444,35.4221,26.8937,88.7908,1.18219,22.5488,112.582
118.86,17.0667,2.36344,35.4221,26.8909,90.9476,1.18219,22.5467,106.743
118.88,17.0667,2.35067,35.926,28.84,90.9493,1.01065,22.5467,101.432
118.9,17.0641,2.41507,35.9264,28.8415,93.8046,1.01051,22.5467,96.124
118.92,17.0641,2.42484,36.4304,32.2757,93.8079,1.08612,22.5467,91.8728
118.94,17.0619,2.50062,36.4308,32.2784,96.6632,1.08617,22.5467,90.8087
118.96,17.0619,2.49015,37.1638,30.8397,96.6664,1.08617,22.5467,93.4607
118.98,17.0582,2.4476,37.1643,30.8386,96.6664,1.08617,22.5467,94.5236
119,17.0582,2.42279,37.1643,30.8386,99.8143,1.08617,22.5467,93.4635
119.02,17.0556,2.49099,37.3476,25.8729,99.8167,1.08617,22.5467,90.8095
119.04,17.0556,2.45947,37.3477,25.8691,101.566,1.08617,22.5467,90.2769
119.06,17.0527,2.46405,36.9354,27.215,101.567,1.08617,22.5467,91.8684
119.08,17.0527,2.51527,36.9351,27.216,102.033,1.08617,22.5467,92.4
119.1,17.0501,2.44595,37.7597,26.1022,102.034,1.08617,21.6209,92.9313
119.12,17.0501,2.41665,37.7603,26.1013,102.383,1.08617,21.6202,90.8099
119.14,17.0438,2.32416,38.0352,26.9367,102.384,0.974184,21.6202,89.7462
119.16,17.0438,2.30045,38.0354,26.9373,104.016,0.974099,21.6202,89.2148
119.18,17.0445,2.41238,37.9438,27.5406,104.017,1.00454,21.6202,87.0919
119.2,17.0445,2.44242,37.9437,27.5411,104.017,1.00456,21.6202,86.029
119.22,17.0434,2.50408,37.9437,27.5411,106.814,1.00456,21.6202,84.9673
119.24,17.0434,2.48299,38.8142,24.803,106.817,1.00456,21.6202,83.9048
119.26,17.0442,2.42195,38.8148,24.8009,108.973,1.00456,21.6202,85.4953
119.28,17.0442,2.42478,38.8148,25.9147,108.976,1.00456,21.6202,86.0278
119.3,17.0431,2.37521,38.8148,25.9156,108.976,1.00456,21.6202,86.0282
119.32,17.0431,2.38947,38.54,27.0294,108.976,1.00456,21.6202,86.0282
119.34,17.0427,2.43942,38.5398,27.0302,108.451,1.00456,21.6202,87.0894
119.36,17.0427,2.43209,37.4402,27.2623,108.451,1.00456,23.5748,84.9677
119.38,17.0449,2.48879,37.4394,27.2624,108.451,1.00456,23.5763,82.3129
119.4,17.0449,2.50251,37.4394,23.7368,108.451,0.920531,23.5763,81.25
119.42,17.0442,2.37658,36.7064,23.7327,108.451,0.920434,23.5763,78.5957
119.44,17.0442,2.36219,36.7058,23.7327,109.325,0.957566,23.5763,77.5328
119.46,17.0445,2.38902,35.194,26.0067,109.326,0.957609,23.5763,78.0622
119.48,17.0486,2.40256,35.1929,26.0085,110.724,0.957609,23.5763,76.4713
119.5,17.0486,2.38682,35.3761,29.3034,110.726,0.957609,23.5763,75.9388
119.52,17.0519,2.35289,35.3763,29.306,110.959,0.957609,23.5763,75.4078
119.54,17.0519,2.37655,36.1551,30.3269,110.959,0.957609,23.5763,77.5299
119.56,17.0615,2.39021,36.1557,30.3277,109.036,0.957609,23.5763,80.7153
119.58,17.0615,2.26606,35.8809,28.3793,109.034,0.957609,23.5763,83.3699
119.6,17.0781,2.31918,35.8806,28.3771,109.034,0.957609,23.5763,86.0261
119.62,17.0781,2.42235,35.8806,28.3771,105.013,0.957609,24.5635,87.6195
119.64,17.094,2.38846,34.5978,29.7229,105.009,0.957609,24.5646,87.0906
119.66,17.094,2.33973,34.5968,29.7239,99.0046,0.917862,24.5646,86.5596
119.68,17.1128,2.34799,35.1008,28.6102,99,0.917831,24.5646,88.6817
119.7,17.1128,2.348,35.1012,28.6093,93.8118,0.917831,24.5646,91.8671
119.72,17.1393,2.40584,35.147,28.8876,93.8079,0.986485,24.5646,91.8696
119.74,17.1394,2.40591,35.147,28.888,90.8349,0.986564,24.5646,91.8696
119.76,17.1641,2.33174,35.5592,29.0271,90.8326,0.986564,24.5646,90.8087
119.78,17.1641,2.33165,35.5596,29.0273,89.6667,0.986564,24.5646,91.8688
119.8,17.1877,2.44838,35.7428,28.285,89.6659,0.986564,24.5646,93.4609
119.82,17.1877,2.44851,35.743,28.2842,89.6659,0.986564,24.5646,94.524
119.84,17.2091,2.42631,35.743,28.2842,88.9663,0.986564,24.5646,97.1779
119.86,17.2091,2.4407,34.7352,28.7947,88.9658,0.986564,24.5646,103.017
119.88,17.232,2.40215,34.7344,28.7951,88.208,0.986564,24.5646,107.266
119.9,17.232,2.42853,34.4138,30.4651,88.2074,0.986564,23.6391,113.104
119.92,17.2427,2.33545,34.4134,30.467,87.3913,0.986564,23.6381,117.887
119.94,17.2427,2.29397,33.8181,28.1475,87.3907,0.977197,23.6381,122.664
119.96,17.26,2.26203,33.8174,28.1449,86.5163,0.977186,23.6381,123.731
119.98,17.26,2.3153,33.1763,28.1449,86.5156,0.860105,23.6381,123.732
120,17.2855,2.39747,33.1756,28.1449,85.7578,0.859971,23.6381,124.262
120.02,17.2855,2.33058,31.5721,30.4189,85.7572,0.859971,23.6381,124.794
120.04,17.3061,2.37375,31.5709,30.4206,85.7572,0.859971,23.6381,122.671
120.06,17.3062,2.40238,31.5709,30.4206,84.8245,0.859971,23.6381,122.67
120.08,17.3205,2.33801,31.5251,31.6731,84.8238,0.859971,23.6381,124.792
120.1,17.3206,2.34988,31.525,31.6746,84.1243,0.859971,23.6381,124.263
120.12,17.3379,2.36384,31.754,29.819,84.1237,0.859971,23.6381,125.854
120.14,17.3379,2.37992,31.7543,29.8168,83.4242,0.859971,23.6381,130.632
120.16,17.3571,2.35204,31.4794,28.9351,83.4237,0.859971,23.0208,135.411
120.18,17.3571,2.32431,31.4792,28.9344,83.3071,0.859971,23.0203,136.476
120.2,17.3685,2.34155,30.4255,30.0946,83.307,0.884685,23.0203,135.416
