DEPT[M],CALIPER[,DEN(CDL),RES(16N),RES(64N),RES[OHM],SANG[DEG,SP[MM],GAM(NAT)
733.32,7.73122,2.41743,129.823,92.6087,200.859,2.60926,-70.3994,102.778
733.34,7.73122,2.41743,129.823,92.0531,200.859,2.60926,-70.3994,103.226
733.36,7.73443,2.54863,128.127,92.0514,201.734,2.5,-70.3994,101.88
733.38,7.73336,2.50277,127.714,91.5405,202.317,2.5,-70.3994,104.575
733.4,7.73602,2.48053,127.714,91.5405,202.317,2.53486,-70.3994,108.606
733.42,7.73282,2.4375,127.531,90.8903,202.142,2.53496,-70.3994,108.169
733.44,7.73282,2.4375,127.531,90.4258,202.142,2.53496,-70.3994,112.661
733.46,7.73442,2.42495,128.033,90.4258,201.153,2.53496,-89.0797,115.348
733.48,7.73282,2.50025,129.548,89.9614,200.158,2.53496,-89.1369,114.458
733.5,7.73496,2.40174,129.548,89.4505,200.158,2.53496,-89.1369,115.356
733.52,7.7323,2.46708,131.742,89.4505,199.286,2.53496,-89.1369,119.387
733.54,7.73229,2.51358,134.499,88.9861,199.283,2.53496,-89.1369,120.297
733.56,7.73496,2.56581,134.499,88.9861,198.292,2.57693,-89.1369,121.196
733.58,7.73283,2.49715,137.562,88.4304,197.477,2.57953,-89.1369,124.779
733.6,7.73336,2.41629,137.571,87.9179,197.475,2.57954,-89.1369,127.934
733.62,7.73496,2.34601,140.781,87.9179,196.483,2.57954,-89.1369,131.977
733.64,7.73496,2.3722,143.386,87.177,196.483,2.57954,-65.6941,131.977
733.66,7.73336,2.44031,143.394,86.8032,194.616,2.57954,-65.6224,133.324
733.68,7.73443,2.52432,144.403,86.8032,192.516,2.57954,-65.6224,135.121
733.7,7.73389,2.42635,141.789,86.6639,192.516,2.57954,-65.6224,137.817
733.72,7.73282,2.4808,141.789,86.6639,191.233,2.57954,-65.6224,136.469
733.74,7.73282,2.48484,135.325,86.9426,191.058,2.57954,-65.6224,133.774
733.76,7.73496,2.4237,135.325,87.3605,191.058,2.51397,-65.6224,133.324
733.78,7.73496,2.3861,127.691,87.3605,192.686,2.54548,-65.6224,135.116
733.8,7.73496,2.5308,119.828,87.9643,192.691,2.54558,-65.6224,140.063
733.82,7.73603,2.53081,119.828,87.9643,196.425,2.54558,-65.6224,140.961
733.84,7.73603,2.54601,112.743,88.1495,202.473,2.54558,-90.769,145.887
733.86,7.73603,2.48526,106.165,88.1965,202.492,2.54558,-90.8459,145.902
733.88,7.7355,2.47269,106.165,88.1965,210.076,2.54558,-90.8459,144.105
733.9,7.7355,2.46468,100.543,87.4557,217.288,2.54558,-90.8459,145.897
733.92,7.73817,2.5638,100.526,86.2923,217.31,2.54558,-90.8459,151.742
733.94,7.73817,2.53685,95.758,86.2923,222.035,2.60856,-90.8459,155.785
733.96,7.73391,2.53166,91.6899,85.0885,222.035,2.60856,-90.8459,156.68
733.98,7.7371,2.47407,91.6775,85.0848,221.394,2.59661,-90.8459,159.828
734,7.73496,2.32173,88.6515,83.6451,216.843,2.59661,-90.8459,164.32
734.02,7.7355,2.3751,88.6515,82.0708,216.843,2.59661,-90.8459,162.976
734.04,7.7355,2.37876,86.5884,82.066,211.068,2.59661,-72.0055,160.726
734.06,7.73496,2.3527,86.0382,80.6262,205.934,2.59661,-72.0055,163.87
734.08,7.73443,2.56838,86.0382,80.6262,205.934,2.59661,-72.0055,165.214
734.1,7.73443,2.35615,87.0469,79.558,202.667,2.59661,-72.0055,167.015
734.12,7.73443,2.35615,88.9266,79.0007,202.667,2.59661,-72.0055,167.015
734.14,7.73603,2.36779,88.9266,79.0007,200.515,2.55332,-72.0055,170.598
734.16,7.73763,2.34851,90.623,78.6291,198.058,2.57193,-72.0055,174.651
734.18,7.73603,2.3256,90.623,78.6756,198.058,2.57193,-72.0055,178.245
734.2,7.73229,2.42733,91.815,78.6756,195.55,2.57193,-72.0055,183.186
734.22,7.73229,2.37645,92.8695,78.9542,195.55,2.57193,-87.469,180.94
734.24,7.73496,2.34147,92.8695,78.9542,192.983,2.57193,-87.469,181.39
734.26,7.7355,2.30822,93.5573,79.1865,190.999,2.57193,-87.469,184.085
734.28,7.73443,2.3857,94.6543,79.6032,190.999,2.57193,-87.469,184.98
734.3,7.7371,2.41089,94.6576,79.6044,188.607,2.57193,-87.469,187.229
734.32,7.7371,2.41089,96.2623,79.6509,185.574,2.57193,-87.469,186.78
734.34,7.73337,2.45278,96.2623,79.049,185.574,2.58087,-87.469,181.406
734.36,7.73336,2.36123,98.5088,79.0471,183.007,2.58311,-87.469,175.55
734.38,7.73657,2.39898,101.535,78.3969,183.007,2.58311,-87.469,175.999
734.4,7.73497,2.34055,101.535,78.3969,182.193,2.58311,-87.469,170.177
734.42,7.73496,2.34037,105.157,77.6538,183.59,2.58311,-77.1531,163.87
734.44,7.73657,2.39491,105.157,76.1212,183.59,2.58311,-77.1531,162.523
734.46,7.73603,2.42871,108.265,76.1212,186.789,2.58311,-77.1531,157.597
734.48,7.73657,2.46397,110.246,74.1241,191.058,2.58311,-77.1531,153.09
734.5,7.73603,2.58217,110.246,71.4768,191.058,2.58311,-77.1531,154.886
734.52,7.73603,2.56841,110.52,71.4768,194.954,2.59563,-77.1531,155.782
734.54,7.73443,2.43209,109.742,68.0864,194.966,2.59567,-77.1531,157.132
734.56,7.7371,2.34934,109.742,68.0864,197.358,2.56728,-77.1531,157.132
734.58,7.73657,2.42094,108.462,64.4286,196.718,2.56728,-77.1531,158.028
734.6,7.73657,2.45711,108.458,60.609,196.716,2.56728,-77.1531,158.929
734.62,7.73657,2.45305,106.716,60.609,195.725,2.56728,-78.6562,156.234
734.64,7.7339,2.39979,104.887,57.0437,195.725,2.56728,-78.6562,158.025
734.66,7.73603,2.42273,104.882,57.0328,195.141,2.56728,-78.6562,154.886
734.68,7.73603,2.33157,102.956,54.6178,194.208,2.56728,-78.6562,157.132
734.7,7.73657,2.4082,102.956,53.2244,194.208,2.56728,-78.6562,159.378
734.72,7.73657,2.43663,101.306,53.2244,191.233,2.5419,-78.6562,159.378
734.74,7.73657,2.3705,99.655,52.8529,185.399,2.5419,-78.6562,162.074
734.76,7.73496,2.43952,99.655,53.1316,185.399,2.56687,-78.6562,162.523
734.78,7.73603,2.23114,97.9638,53.1316,178.827,2.56687,-78.6562,162.971
734.8,7.73603,2.2305,97.0875,53.6424,178.807,2.56687,-82.8773,162.074
734.82,7.73657,2.35271,97.0875,53.6424,173.906,2.56687,-82.8773,165.218
734.84,7.73497,2.34152,96.859,54.2907,171.115,2.56687,-82.8773,165.666
734.86,7.7355,2.29236,96.8583,54.8035,171.106,2.56687,-82.8773,165.218
734.88,7.7355,2.35954,97.546,54.8035,170.698,2.56687,-82.8773,166.566
734.9,7.73763,2.42781,98.9173,55.3592,170.698,2.56687,-82.8773,167.014
734.92,7.73763,2.4438,98.9215,55.3609,172.564,2.61539,-82.8773,162.972
734.94,7.73603,2.33991,100.48,55.7788,177.173,2.61683,-82.8773,158.48
734.96,7.7355,2.38997,101.714,55.7788,177.173,2.61683,-82.8773,153.106
734.98,7.73603,2.28374,101.718,55.7788,185.166,2.61683,-82.8773,151.293
735,7.73389,2.32909,102.91,55.7788,196.308,2.61683,-72.7879,149.496
735.02,7.73389,2.40461,102.91,55.5936,196.308,2.61683,-72.7879,148.152
735.04,7.73496,2.40644,104.332,55.5931,208.734,2.61683,-72.7879,149.496
735.06,7.73496,2.34882,105.019,55.3144,208.734,2.61683,-72.7879,145.004
735.08,7.73709,2.4335,105.019,55.3144,219.785,2.61683,-72.7879,144.108
735.1,7.7371,2.3746,105.386,55.0357,226.819,2.57013,-72.7879,139.164
735.12,7.73603,2.33685,104.607,54.7106,226.819,2.57013,-72.7879,136.02
735.14,7.73656,2.43129,104.607,54.7106,229.32,2.57457,-72.7879,136.02
735.16,7.73443,2.51029,102.589,54.6178,227.519,2.57458,-72.7879,136.469
735.18,7.73657,2.32337,102.589,54.7571,227.519,2.57458,-72.7879,139.613
735.2,7.73657,2.38707,98.6464,54.7571,222.385,2.57458,-86.11,142.309
735.22,7.73603,2.40194,92.9612,54.9429,222.385,2.57458,-86.11,145.453
735.24,7.73657,2.29709,92.9612,54.9429,215.151,2.57458,-86.11,147.699
735.26,7.7355,2.37352,86.3133,55.3609,209.143,2.57458,-86.11,148.148
735.28,7.73603,2.28139,86.3133,55.3609,209.143,2.57458,-86.11,155.314
735.3,7.73603,2.28111,80.2614,55.3609,207.626,2.61223,-86.11,160.277
735.32,7.73603,2.29047,75.6766,55.3144,210.834,2.61223,-86.11,163.87
735.34,7.7371,2.06146,75.6766,55.3144,210.834,2.61664,-86.11,166.557
735.36,7.73603,2.11918,72.5131,55.4537,215.443,2.61666,-66.8166,169.71
735.38,7.73763,2.23312,72.5131,55.4537,215.443,2.61666,-66.8166,172.855
735.4,7.73763,2.23312,72.5131,55.4537,215.443,2.61666,-66.8166,172.407
735.42,7.73389,2.1999,72.5131,55.4537,217.893,2.61666,-66.8166,171.058
735.44,7.73443,2.20775,73.43,55.9182,216.435,2.61666,-66.8166,171.507
735.46,7.73603,2.11766,73.43,56.7053,216.435,2.61666,-66.8166,167.924
735.48,7.73603,2.24416,76.4101,56.7077,211.126,2.61666,-66.8166,167.913
735.5,7.7371,2.26895,80.9032,57.7295,211.126,2.61666,-66.8166,168.812
735.52,7.73603,2.35559,80.9032,57.7295,203.74,2.5596,-66.8166,166.125
735.54,7.73496,2.34034,87.1385,58.5655,197.475,2.55565,-66.8166,161.175
735.56,7.73603,2.39226,87.1385,59.6337,197.475,2.55565,-66.8166,160.277
735.58,7.73603,2.27619,94.9089,59.6337,194.683,2.55565,-66.8166,158.038
735.6,7.73657,2.26444,103.919,60.5161,194.966,2.55565,-89.178,155.336
735.62,7.73603,2.44992,103.919,61.5379,194.966,2.55565,-89.178,153.539
735.64,7.7355,2.4255,113.198,61.5379,195.373,2.55565,-89.178,152.643
735.66,7.73603,2.4635,120.928,62.5596,195.375,2.55565,-89.178,152.64
735.68,7.73603,2.4635,120.928,62.5596,196.191,2.55565,-89.178,153.988
735.7,7.73657,2.43371,126.293,63.5814,198.875,2.66688,-89.178,149.496
735.72,7.73443,2.56692,126.293,64.8818,198.875,2.66688,-89.178,149.047
735.74,7.7355,2.53344,129.456,64.8818,203.134,2.64376,-89.178,143.656
735.76,7.73496,2.52418,130.74,66.2287,203.134,2.64376,-89.178,142.758
735.78,7.73496,2.52418,130.74,66.2287,208.95,2.64376,-89.178,138.727
735.8,7.73603,2.4978,130.052,67.2969,215.093,2.64376,-67.5785,135.57
735.82,7.73657,2.42257,127.806,68.5044,215.093,2.64376,-67.5785,135.57
735.84,7.73603,2.42402,127.806,68.5044,220.851,2.64376,-67.5785,136.914
735.86,7.73603,2.4833,125.284,69.4797,224.252,2.64376,-67.5785,134.223
735.88,7.73603,2.43817,125.284,70.3622,224.252,2.64376,-67.5785,135.121
735.9,7.7371,2.36811,123.41,70.3622,223.496,2.52287,-67.5785,136.017
735.92,7.73443,2.45061,121.57,71.6626,223.494,2.5225,-67.5785,136.469
735.94,7.73496,2.48346,121.57,71.6626,219.643,2.54597,-67.5785,133.324
735.96,7.73763,2.49833,119.879,72.9127,214.932,2.54597,-67.5785,136.011
735.98,7.73763,2.48582,119.874,74.2634,214.918,2.54597,-67.5785,135.57
736,7.7387,2.56009,119.415,74.2634,209.668,2.54597,-88.6221,136.02
736.02,7.7371,2.37818,120.33,75.3284,204.608,2.54597,-88.6221,136.02
736.04,7.73496,2.39358,120.332,76.2605,204.592,2.54597,-88.6221,131.977
736.06,7.73603,2.41406,122.579,76.2605,201.325,2.54597,-88.6221,126.586
736.08,7.73603,2.37648,124.773,77.3254,201.325,2.54597,-88.6221,121.212
736.1,7.73657,2.42921,124.78,77.3287,199.4,2.65356,-88.6221,121.196
736.12,7.73603,2.45134,127.439,78.304,198.642,2.62833,-88.6221,114.458
736.14,7.7355,2.47972,127.439,79.9246,198.642,2.62833,-88.6221,112.666
736.16,7.7355,2.42538,129.41,79.9296,198.35,2.62833,-88.6221,113.11
736.18,7.7355,2.35561,129.869,82.3911,198.35,2.62833,-64.5105,109.966
736.2,7.73603,2.4783,129.869,85.2241,198.117,2.62833,-64.5105,111.313
736.22,7.73603,2.42213,129.502,85.2241,196.833,2.62833,-64.5105,115.356
736.24,7.73443,2.38621,128.768,88.0572,196.833,2.62833,-64.5105,113.559
736.26,7.73657,2.38621,128.768,88.0572,194.091,2.62833,-64.5105,112.212
736.28,7.73657,2.37434,128.586,89.8167,190.136,2.62833,-64.5105,109.525
736.3,7.73496,2.37646,128.585,90.7509,190.124,2.58116,-64.5105,104.575
736.32,7.73496,2.35231,129.456,90.7509,187.616,2.58324,-64.5105,101.88
736.34,7.73603,2.44977,131.604,90.3805,187.616,2.58324,-64.5105,100.089
736.36,7.73603,2.37412,131.611,90.3794,187.207,2.58324,-64.5105,104.575
736.38,7.73603,2.35175,133.445,89.2183,188.257,2.58324,-86.6866,105.474
736.4,7.7371,2.39757,133.445,87.644,188.257,2.58324,-86.6866,106.369
736.42,7.73496,2.39236,134.087,87.6392,189.541,2.58324,-86.6866,105.474
736.44,7.7355,2.50321,133.353,85.9672,190.999,2.58324,-86.6866,106.372
736.46,7.7355,2.63761,133.353,85.9672,190.999,2.58324,-86.6866,109.059
736.48,7.73443,2.57088,131.519,84.2488,192.341,2.64672,-86.6866,112.212
736.5,7.73657,2.46826,129.227,82.8555,192.341,2.64672,-86.6866,115.805
736.52,7.73657,2.5403,129.227,82.8555,192.981,2.64268,-86.6866,114.014
736.54,7.73603,2.56587,127.347,81.7409,193.975,2.64267,-86.6866,119.848
736.56,7.73603,2.56587,127.347,81.6015,193.975,2.64267,-86.6866,118.501
736.58,7.73603,2.54059,127.119,81.6015,195.37,2.64267,-66.8156,119.844
736.6,7.73496,2.50546,127.76,81.7409,195.375,2.64267,-66.7548,124.79
736.62,7.73496,2.64724,127.76,81.7409,197.533,2.64267,-66.7548,128.832
736.64,7.73603,2.58507,128.948,82.0187,200.383,2.64267,-66.7548,123.458
736.66,7.73603,2.58488,129.41,82.1589,200.392,2.64267,-66.7548,125.688
736.68,7.73657,2.56136,129.41,82.1589,203.425,2.5049,-66.7548,126.137
736.7,7.73443,2.46636,128.356,82.6697,206.109,2.5049,-66.7548,130.629
736.72,7.73443,2.50104,128.356,83.3664,206.109,2.52373,-66.7548,136.02
736.74,7.73657,2.58016,126.109,83.3664,208.442,2.52373,-66.7548,139.164
736.76,7.73657,2.61171,123.954,84.1559,208.442,2.52373,-66.7548,142.309
736.78,7.7371,2.44925,123.954,84.1559,210.362,2.52373,-85.7842,147.235
736.8,7.73657,2.63743,122.075,84.8526,213.576,2.52373,-85.8424,151.742
736.82,7.73496,2.52831,120.47,85.4564,213.576,2.52373,-85.8424,150.843
736.84,7.73443,2.68085,120.47,85.4564,218.287,2.52373,-85.8424,152.187
736.86,7.73443,2.65593,119.37,85.9208,224.194,2.52373,-85.8424,152.191
736.88,7.73657,2.42951,119.37,86.7103,224.194,2.58658,-85.8424,155.785
736.9,7.73603,2.51981,118.318,86.7103,230.301,2.59679,-85.8424,158.024
736.92,7.73657,2.65768,116.573,87.825,230.319,2.59682,-85.8424,160.726
736.94,7.7371,2.63868,116.573,87.825,235.57,2.59682,-85.8424,163.87
736.96,7.7371,2.60205,113.739,89.1677,238.71,2.59682,-71.1239,166.11
736.98,7.7371,2.49655,113.73,91.0296,238.72,2.59682,-71.0789,169.261
737,7.7355,2.5595,110.659,91.0296,240.645,2.59682,-71.0789,171.956
737.02,7.73656,2.37486,108.602,92.6502,241.692,2.59682,-71.0789,171.061
737.04,7.73657,2.51516,108.595,92.6551,241.695,2.59682,-71.0789,170.159
737.06,7.73496,2.49206,107.495,94.002,241.987,2.6435,-71.0789,175.999
737.08,7.73709,2.6259,107.495,95.1595,241.987,2.6435,-71.0789,182.269
737.1,7.73763,2.5225,107.403,95.1631,240.82,2.63202,-71.0789,184.085
737.12,7.73603,2.45119,107.724,95.6275,238.37,2.63202,-71.0789,187.229
737.14,7.7339,2.57712,107.724,96.0442,238.37,2.63202,-71.0789,184.094
737.16,7.73389,2.57915,108.458,96.0455,235.336,2.63202,-82.2184,180.94
737.18,7.73657,2.53896,110.383,96.1384,235.336,2.63202,-82.2184,179.143
737.2,7.73496,2.38182,110.383,96.1384,231.369,2.63202,-82.2184,170.609
737.22,7.73443,2.42713,112.997,95.8597,226.177,2.63202,-82.2184,165.667
737.24,7.73443,2.42713,112.997,95.256,226.177,2.63202,-82.2184,162.523
737.26,7.73443,2.36696,115.61,95.256,219.993,2.59775,-82.2184,158.929
737.28,7.7307,2.30456,117.896,94.0521,219.993,2.59775,-82.2184,156.242
737.3,7.73122,2.37628,117.903,92.1907,212.643,2.62972,-82.2184,150.844
737.32,7.73229,2.44758,120.241,92.1907,204.592,2.62972,-82.2184,147.699
737.34,7.73229,2.38077,122.435,90.2923,204.592,2.62972,-79.6114,143.221
737.36,7.73229,2.34357,122.441,90.2865,197.125,2.62972,-79.6034,137.817
737.38,7.73176,2.36073,124.596,88.243,193.275,2.62972,-79.6034,131.528
737.4,7.73069,2.38373,124.596,86.715,193.275,2.62972,-79.6034,124.362
737.42,7.73069,2.31591,126.293,86.7103,193.1,2.62972,-79.6034,120.747
737.44,7.73069,2.30435,127.576,85.4564,193.1,2.62972,-79.6034,115.805
737.46,7.73175,2.3498,127.576,85.4564,194.205,2.59604,-79.6034,110.431
737.48,7.73122,2.35838,128.31,84.8526,194.091,2.59516,-79.6034,107.27
737.5,7.72908,2.28372,128.585,84.5275,194.091,2.59516,-79.6034,99.634
737.52,7.73335,2.4191,128.585,84.5275,192.928,2.59516,-79.6034,93.8121
737.54,7.73336,2.41952,128.402,84.3881,191.058,2.59516,-78.265,86.1578
737.56,7.73015,2.42054,128.402,84.3881,191.058,2.59516,-78.265,83.9117
737.58,7.72962,2.32422,127.853,84.7123,189.604,2.59516,-78.265,84.3596
737.6,7.73015,2.33451,127.485,85.4564,189.599,2.59516,-78.265,83.0133
737.62,7.73069,2.30542,127.485,85.4564,188.783,2.59516,-78.265,83.4625
737.64,7.73069,2.34731,127.668,86.5213,188.317,2.62352,-78.265,80.7755
737.66,7.73176,2.38134,127.668,87.8714,188.316,2.62361,-78.265,81.2165
737.68,7.73229,2.34219,128.264,87.8714,187.849,2.63687,-78.265,82.5641
737.7,7.73282,2.39688,128.539,89.6827,187.091,2.63687,-78.265,79.4197
737.72,7.73282,2.40918,128.539,89.6827,187.091,2.63687,-78.265,81.2165
737.74,7.73282,2.4087,128.081,91.494,185.691,2.63687,-84.7716,82.1149
737.76,7.73176,2.54076,126.522,93.1196,185.691,2.63687,-84.7716,82.1149
737.78,7.73229,2.3782,126.522,93.1196,183.946,2.63687,-84.7716,83.9063
737.8,7.73015,2.49131,123.633,94.1878,181.549,2.63687,-84.7716,86.1578
737.82,7.73282,2.44549,123.633,94.6986,181.549,2.63687,-84.7716,94.6927
737.84,7.73282,2.40439,120.205,94.6986,179.513,2.69881,-84.7716,100.067
737.86,7.73015,2.4499,116.069,94.6058,179.507,2.699,-84.7716,107.72
737.88,7.73122,2.44726,116.069,94.6058,179.04,2.65271,-84.7716,112.212
737.9,7.73175,2.52981,111.086,94.189,180.552,2.65271,-84.7716,113.107
737.92,7.73122,2.3747,105.248,93.2589,180.557,2.65271,-84.7716,113.559
737.94,7.73122,2.40973,105.248,93.2589,183.065,2.65271,-73.6115,116.704
737.96,7.73069,2.40304,99.3064,91.7309,184.519,2.65271,-73.6115,122.526
737.98,7.73069,2.62291,99.2882,89.4505,184.524,2.65271,-73.6115,127.934
738,7.73122,2.36844,89.11,86.1066,183.474,2.65271,-73.6115,132.426
738.02,7.73122,2.46411,89.11,86.1066,183.474,2.65271,-73.6115,137.8
738.04,7.73122,2.44231,89.11,86.1066,183.474,2.65271,-73.6115,143.656
738.06,7.73176,2.45473,89.11,86.1066,179.798,2.62378,-73.6115,146.801
738.08,7.73282,2.37894,85.5905,83.0969,175.495,2.58771,-73.6115,156.205
738.1,7.73122,2.25459,85.5797,80.812,175.481,2.5876,-73.6115,162.074
738.12,7.73122,2.30104,82.9205,80.812,172.331,2.5876,-73.6115,172.405
738.14,7.73122,2.34014,81.3665,78.9136,170.528,2.5876,-85.5382,179.123
738.16,7.73229,2.4435,81.3617,77.1894,170.523,2.5876,-85.5747,183.186
738.18,7.73282,2.39809,80.8115,77.1894,171.573,2.5876,-85.5747,188.577
738.2,7.73176,2.41548,80.8115,75.471,171.573,2.5876,-85.5747,189.924
738.22,7.73176,2.41548,81.27,75.471,175.015,2.5876,-85.5747,191.721
738.24,7.73069,2.368,82.3704,73.4739,180.265,2.71621,-85.5747,187.678
738.26,7.73015,2.42655,82.3704,72.127,180.265,2.71621,-85.5747,185.432
738.28,7.73122,2.31139,84.3358,72.127,187.186,2.68387,-85.5747,180.506
738.3,7.72962,2.40205,87.7804,71.2446,187.207,2.68377,-85.5747,178.694
738.32,7.72962,2.40205,87.7804,71.2446,195.666,2.68377,-85.5747,178.245
738.34,7.73175,2.35986,93.0369,70.9205,203.344,2.68377,-75.4339,179.141
738.36,7.73122,2.31124,93.0529,70.5015,203.367,2.68377,-75.4029,176.448
738.38,7.73229,2.37005,100.068,70.5015,208.734,2.68377,-75.4029,173.304
738.4,7.73016,2.40651,108.158,70.5478,208.734,2.68377,-75.4029,170.617
738.42,7.73015,2.39885,108.183,71.1981,211.476,2.68377,-75.4029,166.117
738.44,7.72908,2.4445,116.986,71.1981,213.343,2.53499,-75.4029,160.277
738.46,7.72962,2.40437,126.493,71.7538,213.343,2.53499,-75.4029,157.59
738.48,7.73122,2.33368,126.522,71.7555,213.343,2.58704,-75.4029,154.437
738.5,7.73122,2.41224,136.15,72.2663,211.301,2.58704,-75.4029,145.004
738.52,7.73016,2.36746,136.15,73.0998,211.301,2.58704,-75.4029,138.286
738.54,7.73229,2.32373,145.64,73.1023,210.076,2.58704,-89.0339,129.282
738.56,7.72962,2.43405,154.214,73.8454,210.076,2.58704,-89.0339,121.645
738.58,7.72962,2.40636,154.214,73.8454,212.402,2.58704,-89.0339,114.032
738.6,7.72962,2.30693,161.504,74.635,219.702,2.58704,-89.0339,105.024
738.62,7.72962,2.3418,166.96,75.5639,219.702,2.58704,-89.0339,98.2864
738.64,7.73122,2.3871,166.96,75.5639,232.788,2.69244,-89.0339,94.7037
738.66,7.73176,2.34316,169.573,76.6785,250.854,2.69276,-89.0339,93.3451
738.68,7.73069,2.4473,169.573,78.0718,250.854,2.67327,-89.0339,91.9975
738.7,7.73122,2.4473,169.481,78.0718,272.498,2.67327,-89.0339,87.5054
738.72,7.73122,2.36303,167.327,79.7438,272.498,2.67327,-73.6733,83.0133
738.74,7.72962,2.45791,167.327,79.7438,296.942,2.67327,-73.6733,80.3181
738.76,7.72801,2.35317,163.75,81.7409,323.894,2.67327,-73.6733,74.9276
738.78,7.73068,2.30696,160.414,84.1486,323.894,2.67327,-73.6733,74.9276
738.8,7.73069,2.30682,160.404,84.1559,354.23,2.67327,-73.6733,71.7832
738.82,7.72962,2.40834,157.653,86.8961,385.674,2.67327,-73.6733,68.6387
738.84,7.72962,2.39988,157.653,86.8961,385.674,2.62743,-73.6733,65.9517
738.86,7.72962,2.52232,155.131,89.4969,409.243,2.63166,-73.6733,65.4943
738.88,7.72801,2.4482,154.031,92.5158,409.243,2.63166,-73.6733,63.6975
738.9,7.72801,2.53623,154.031,92.5158,413.547,2.63166,-73.6733,61.4583
738.92,7.72962,2.52006,155.223,95.8133,402.184,2.63166,-89.6928,58.307
738.94,7.72801,2.37824,155.223,99.2501,402.184,2.63166,-89.6928,54.2641
738.96,7.73015,2.22785,156.64,99.2501,385.608,2.63166,-89.6928,56.0555
738.98,7.73015,2.36608,158.157,102.826,368.581,2.63166,-89.6928,57.4086
739,7.73015,2.40091,158.157,102.826,368.581,2.63166,-89.6928,63.6975
739.02,7.73015,2.47337,160.442,105.975,350.202,2.69942,-89.6928,71.3107
739.04,7.73069,2.35459,161.458,109.003,350.146,2.69963,-89.6928,78.0721
739.06,7.72855,2.35597,161.458,109.003,327.277,2.67001,-89.6928,78.5213
739.08,7.72908,2.39279,160.864,112.152,300.989,2.67001,-89.6928,80.3126
739.1,7.72908,2.39291,160.862,114.669,300.909,2.67001,-89.6928,80.3181
739.12,7.72962,2.36195,159.853,114.669,275.356,2.67001,-66.0959,86.1578
739.14,7.73015,2.38251,158.985,116.66,275.356,2.67001,-66.0959,93.3232
739.16,7.72962,2.42527,158.982,116.666,252.079,2.67001,-66.0959,98.7355
739.18,7.72962,2.2516,158.386,117.177,232.244,2.67001,-66.0959,106.372
739.2,7.73015,2.22257,158.386,116.388,232.244,2.67001,-66.0959,112.212
739.22,7.72908,2.33685,158.203,116.388,214.685,2.56049,-66.0959,117.602
739.24,7.72908,2.30141,158.57,114.251,200.1,2.56049,-66.0959,120.297
739.26,7.73122,2.29187,158.57,110.907,200.1,2.59456,-66.0959,123.442
739.28,7.73122,2.33194,158.387,110.907,189.98,2.59456,-66.0959,125.681
739.3,7.73069,2.34181,157.469,106.449,189.949,2.59456,-89.1369,126.137
739.32,7.73176,2.25219,157.469,106.449,184.465,2.59456,-89.1369,130.18
739.34,7.73176,2.3295,156.235,100.522,182.546,2.59456,-89.1369,134.211
739.36,7.73336,2.3661,156.231,93.3518,182.54,2.59456,-89.1369,138.715
739.38,7.73336,2.3661,154.81,93.3518,181.549,2.59456,-89.1369,137.367
739.4,7.73283,2.35956,153.21,85.8045,181.549,2.59456,-89.1369,135.128
739.42,7.73229,2.39286,153.205,85.7815,180.965,2.56167,-89.1369,132.426
739.44,7.73176,2.40204,152.105,78.304,180.498,2.6357,-89.1369,126.586
739.46,7.73335,2.26173,152.105,70.942,180.498,2.6357,-89.1369,123.004
739.48,7.73336,2.2613,150.775,70.9195,179.857,2.6357,-89.1369,122.094
739.5,7.73389,2.3754,149.583,63.7672,179.682,2.6357,-66.7548,119.399
739.52,7.73389,2.42377,149.583,56.9145,179.682,2.6357,-66.7548,116.264
